기준연월,분석영역,00시,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
201706,남포동,18091,17567,17209,16980,16938,17411,18092,19349,21157,22671,24176,26669,28950,30406,30719,30647,30193,29907,29567,28294,26132,23256,20933,19081
201706,부전2동,52380,50570,48859,47339,45775,45160,44853,46575,51945,57229,60394,65324,68525,70443,71753,72468,72809,73164,74683,73724,70872,65909,59608,55340
201706,우2동,61428,61540,61586,61600,61502,62175,62959,63763,68681,73904,77501,82433,84516,87110,88085,87432,86055,83358,79279,74768,70152,66430,63316,62036
201706,괘법동,32762,32173,31774,31500,31260,31425,30977,31586,33758,35445,36692,38391,39682,40373,40443,40276,40120,40174,40228,39967,39664,37938,35494,33813
201706,우1동,53226,53150,52978,52699,52382,52455,52069,50573,48860,47293,45672,45365,44600,44185,44266,44768,45413,46322,47516,49657,51540,53061,53822,53791
201707,우1동,96445,97500,95620,91578,84789,67271,54854,52801,57535,62154,65621,65301,64837,63389,65987,66701,66263,64506,64152,72566,80223,86552,88051,92989
201707,우2동,94925,93110,89374,88989,85043,79171,77193,82000,100755,105647,104582,103899,104049,102418,104243,100540,98022,92557,92507,94056,94798,98771,95378,95279
201707,부전1동,76219,79443,81731,80662,76537,69729,60141,58185,72369,78215,78830,82092,84863,86404,84380,82682,81840,77129,80198,77512,73704,71325,75268,76254
201707,남포동,25178,25857,26450,26196,28001,29163,29337,27971,30576,32578,35023,38961,41700,42902,43787,42009,40234,38836,38991,37529,35315,31439,29973,26730
201707,부전2동,101416,107893,108244,104584,92482,72844,61249,61241,76404,83876,85205,91161,98665,100846,99012,98316,97471,94862,101600,102106,99321,95218,96907,100792
201707,괘법동,49523,50373,49695,49478,47315,49287,46637,47293,48786,50916,51899,51205,53880,52879,52140,51944,51998,53113,55532,55479,55994,54098,50242,49617
201708,부전2동,97445,105078,107021,100528,87467,70326,56899,58904,74127,78432,79359,85027,92573,95012,93695,93412,92803,91323,98749,98898,96909,95020,95038,98173
201708,우1동,96176,96387,93097,90761,83233,64769,52503,49671,54747,61650,65358,65416,64164,62959,65485,66058,65559,63960,63996,75153,84083,89216,91465,93083
201708,괘법동,51979,53417,51082,54685,51737,53538,50885,53396,54115,55303,57400,57706,61051,58829,57619,56931,56970,58478,61383,61660,62122,59786,55827,52943
201708,우2동,95162,93699,89265,90472,88487,78869,74018,75244,92258,97116,97163,96347,94633,94156,95643,93111,90258,85192,85444,89172,90740,94392,94369,96391
201708,남포동,24552,25400,25718,25734,28241,29964,30171,28236,31094,32935,35385,39432,42683,44606,45498,43484,41490,40479,40598,38613,36051,31651,30220,26260
201708,부전1동,66903,71323,75076,72317,68598,64153,54031,55485,68784,72610,72103,74305,77841,78694,76874,75291,74268,71057,73724,69483,65943,65506,67803,69796
201709,우1동,79099,80105,76958,70915,67547,53992,46635,45929,49060,53133,54542,53499,53136,53009,54073,55315,55377,53841,53408,62126,67420,71618,73100,76108
201709,부전1동,59508,64344,67574,63830,61550,59673,49349,50837,62536,68801,68799,72241,76438,75419,73344,71100,69929,67601,71549,66463,62992,62834,63490,65924
201709,괘법동,52505,53761,52534,50863,50468,54035,49872,50540,52732,55546,58205,58069,62351,59542,58838,57520,57596,58836,61661,62142,62627,59850,55443,53072
201709,남포동,22200,23342,23836,23744,26983,28483,27967,25521,27456,30051,32565,36352,38581,39217,39874,37850,35671,34311,34541,32349,30822,27615,26521,23656
201709,부전2동,88284,94947,96534,90357,80748,66174,54773,53521,66650,73022,74118,79703,87286,86924,84727,84204,84536,84670,93015,94293,93331,91860,90096,93187
201709,우2동,81349,79218,76907,73622,74354,70279,68619,72455,86863,92625,91459,88780,91147,93177,95340,92689,89947,84630,83862,85095,84095,84383,82292,82426
201710,부전1동,62657,68972,70377,69079,64435,62319,51207,49697,60547,65898,65055,69291,73481,73508,71535,69832,68707,66865,70113,67031,64310,64334,63966,66824
201710,우2동,75272,72366,69959,70169,67872,67912,67031,73593,87240,92444,91067,90704,93762,95095,96836,95603,93845,88531,87541,89526,83273,84278,80443,77683
201710,괘법동,57919,58506,57380,56994,55163,58710,54700,55024,56908,58805,61553,62005,66377,64336,63803,62775,62488,63439,65343,67223,67351,64275,60061,57679
201710,부전2동,99635,109321,109332,104892,90736,76687,60724,57797,70496,76172,77543,84165,92844,94046,92889,92294,92493,92689,100546,104326,103512,102037,99434,102741
201710,남포동,23315,23237,23944,24572,25724,27665,26636,25611,28092,30600,32733,37362,40784,42781,44064,41950,40426,38998,38032,36788,34215,30208,28148,24632
201710,우1동,84769,83484,81156,76567,71315,58726,52414,51442,55457,59096,59711,58996,57557,56570,58152,58897,59611,59766,60900,71354,76213,79328,79471,80928
201711,괘법동,61254,62730,62451,61886,59951,61432,56098,55853,59053,60775,64245,64424,70416,66696,65359,64073,63609,64754,68635,70073,70280,67044,62576,60344
201711,부전1동,60861,65773,67140,65764,61416,60755,49986,49508,63509,69799,68734,73731,78670,77579,74989,72385,70218,68196,73557,68197,65010,65081,64439,66137
201711,남포동,20605,21610,21961,22083,23992,25847,24706,23284,25696,27801,29905,34127,36811,37939,38151,36217,33807,32513,32737,30759,29498,26448,25152,21956
201711,부전2동,93118,101126,101375,97017,82894,70596,57513,56314,72725,79637,80955,87445,97122,96963,93735,93112,92307,92656,103916,103973,102613,100815,98287,99561
201711,우1동,82869,83329,81389,77362,71877,55082,47302,46663,50214,54486,55615,54874,54855,53926,55454,55359,55222,53666,53677,62944,67896,71193,73737,77678
201711,우2동,78115,75985,74031,73011,72298,70366,66849,74370,90165,93087,90419,86266,85371,85908,86059,83916,81853,77498,78102,79858,79971,81960,79399,79384
201712,부전1동,58687,63678,65663,63865,60155,60133,48966,47998,61377,68728,67578,72873,77270,77371,75575,73168,70818,68890,74113,69353,64940,64189,63463,64349
201712,우2동,71188,68279,65523,63249,72391,68714,64193,65127,81419,86803,86518,84170,84135,83713,84736,82020,80533,76150,78090,76945,76677,79736,74901,74175
201712,괘법동,61466,62433,62673,61718,58503,60660,54338,55022,57487,60319,62406,63774,68992,66058,64253,62630,62385,63046,67771,70077,69897,65400,62420,59583
201712,남포동,18283,18412,18820,18831,20129,22309,21817,20751,23018,24462,25904,29290,31667,33023,33745,32457,31217,30968,32248,30682,28955,24832,23486,19894
201712,부전2동,90384,98675,97969,94555,81214,68710,54641,52808,66621,72909,74606,80988,88712,90828,89022,89164,88423,87430,96901,99742,99430,97343,95419,97059
201712,우1동,71403,71148,69837,67192,64233,51393,43930,42120,46655,50090,51781,51365,51674,50939,52220,52934,52132,50835,51545,59725,63234,65569,66240,69207
201801,남포동,18856,18877,18957,19160,19821,21748,21457,21216,24078,25301,27379,31482,34297,36356,37248,35579,33384,31739,31667,29243,27736,24372,23148,20107
201801,우1동,72091,72208,70883,68782,65787,52392,44780,42986,45767,50875,52286,50741,49935,48703,49874,49920,49801,48155,48594,56238,60681,63618,65232,69011
201801,부전1동,54825,58888,60102,59045,55940,55740,46136,46017,59807,66123,64342,68863,73516,73865,72598,69574,68122,65778,70174,64594,60270,60246,58830,59773
201801,부전2동,90855,98230,97800,93551,81648,73094,57358,56961,74066,77985,78742,84081,93247,95442,94822,94213,94942,94493,105339,106771,103362,102042,98192,96677
201801,괘법동,54195,54167,54115,53567,51284,53042,48524,50698,50865,52624,54429,56423,59998,58212,57268,56618,56602,57625,61914,61471,61977,60138,55978,54321
201801,우2동,72133,68988,65959,65123,71264,66695,63625,64954,81388,84125,82198,79203,77911,77948,77746,75776,74109,70689,72912,72650,73763,75103,71813,72558
201802,괘법동,57294,57719,58843,57736,54839,56043,51986,52050,52404,54179,55855,57704,61115,59828,58524,58070,58272,59814,63464,64474,65361,63280,59693,57087
201802,우1동,75512,75556,73042,71241,67120,54191,46161,44789,49452,53428,55157,53222,52697,51683,53481,53042,53025,52610,52947,60796,65043,67947,69473,72198
201802,우2동,72004,69723,67166,66189,65182,63175,59462,64492,79355,83528,82193,79222,77973,78707,79405,76844,76443,72584,74590,74290,74197,75364,72441,73247
201802,남포동,18512,19098,19789,19799,20391,22274,20876,20008,22510,24133,26398,29942,33107,35182,36139,34660,32752,31576,31406,29527,27667,24111,22817,19939
201802,부전1동,56578,60870,62900,61951,59251,57974,48227,46939,58440,64312,63355,68442,73919,73728,72636,70500,68354,66638,71293,65568,61861,61568,59841,61171
201802,부전2동,101332,108720,107857,103484,88669,77095,60134,57165,71666,75628,77924,85471,95841,98151,98426,98735,100828,100727,110912,114240,112954,111123,106554,106853
201803,우1동,75878,75292,74091,71056,66291,53320,45849,46450,48704,52552,53657,52324,52329,52034,53707,54087,54077,51460,52393,60578,64435,67050,69484,72552
201803,부전1동,56867,61027,63153,62532,58711,57818,48639,47740,60248,68133,67339,72198,77349,76542,74154,71689,70123,67945,71984,66776,62690,62267,61277,62615
201803,부전2동,96496,104469,104290,99108,84646,73673,57738,56473,72494,78505,80471,87046,96184,96899,95401,94924,96430,97323,108035,110590,108969,106448,102454,103009
201803,우2동,73934,71404,69218,67503,68338,66259,61308,68431,81730,86297,83672,80802,79459,79811,80830,78128,77374,73247,75645,77014,77442,79343,76421,76476
201803,괘법동,59104,59262,58934,57984,56115,55735,51542,50924,54311,56959,59966,59674,63758,61115,61117,59791,59385,61395,64477,65830,66510,63736,60732,58398
201803,남포동,18397,19241,19878,19432,20443,22316,20926,19787,21937,24312,26141,30100,32542,33946,34026,32599,31187,30436,30785,29202,27346,23669,22824,19950
201804,우1동,82612,82718,79976,77850,71543,56982,49743,48935,51316,55220,56613,55267,55638,55007,56376,56407,56870,55108,55164,63960,68878,72037,74804,77552
201804,남포동,16530,16848,17322,17324,18239,19562,18727,17437,19457,22109,24232,28530,31657,32728,32620,30714,29007,28145,28983,27489,25617,22100,20894,17653
201804,우2동,67659,65199,62142,61466,60602,61240,58705,68537,82171,83656,81367,77357,75583,75558,75960,73346,74184,70419,70810,70341,69487,72679,70889,70684
201804,괘법동,61516,61825,61348,61182,58328,56828,52922,52639,54526,56988,59877,60583,64951,62376,62280,60933,60224,61719,65773,67637,68647,66105,62542,61012
201804,부전2동,87688,94031,94207,86862,74154,64474,50059,50503,65397,71136,72944,78653,87322,87844,86214,85490,86233,87344,97166,98863,97766,94664,91219,91095
201804,부전1동,51784,54919,57159,56304,53276,54322,45522,44471,57329,65537,65166,70421,75526,73867,71668,69019,66411,64970,69426,62293,58213,57511,56218,57330
201805,남포동,16594,16649,17229,17096,17618,18569,18637,17419,19394,22037,24572,28514,31753,33471,33561,31931,30224,28952,29681,28452,26177,22457,20972,17821
201805,부전2동,89064,95023,94500,88228,74770,63537,50403,50868,65728,70212,71368,76663,86833,88330,87050,87219,88351,88899,98609,99523,97971,95893,93288,94245
201805,괘법동,58497,58938,59382,58390,55276,55027,52919,51997,53846,56215,58184,58115,61970,59400,58988,58074,57654,59110,63003,64099,65019,62690,59120,57563
201805,우1동,83390,83159,81629,78625,73572,59626,51618,49887,53645,58471,60880,60477,60144,60392,62172,62529,62133,59397,59243,68288,73469,76260,77927,80315
201805,우2동,74085,71702,69180,68459,67101,65868,62519,69591,83739,85984,83769,81031,79775,79974,80568,78116,77845,74522,75652,76087,76100,79203,77997,76969
201805,부전1동,51391,54346,56951,56101,52276,53526,45426,44505,56735,64923,65184,69764,74673,74105,72039,69122,66572,64788,68857,62021,58348,57968,55853,56812
201806,남포동,15128,15694,15829,15724,16232,17482,17617,16530,18204,20810,23136,26807,30154,31249,31333,30037,28316,27711,28197,27019,24706,21235,19550,16328
201806,부전1동,53362,56517,59780,58227,53905,53474,45341,44425,56477,64999,65623,70952,74763,73763,71055,68158,65552,64036,68025,61752,58004,57460,56908,57564
201806,우2동,79711,77424,73550,72799,70299,69574,65618,72824,88078,93322,92653,90893,90357,89703,91851,88559,87471,82602,81813,80922,82546,85910,83965,83395
201806,우1동,87428,87154,84610,82032,75002,60055,51289,50415,53639,57573,59468,59345,59993,58882,60493,60472,60525,59148,59766,70004,75730,79085,80817,84098
201806,괘법동,58486,59487,59171,58930,56887,56441,53585,52413,53789,56204,59072,58948,62761,59917,59203,58296,57956,59891,64122,64710,65868,63468,59775,58637
201806,부전2동,84602,90542,91807,86030,71863,60003,48141,48497,62570,66863,68918,73600,82544,83682,82418,82161,82746,83780,92452,93772,91650,90682,88239,89277
201807,부전1동,53156,55731,57180,56994,52318,51441,44267,44993,56445,64691,64102,68863,72223,71818,69302,67474,65237,63063,66797,60287,57009,56073,56064,57385
201807,괘법동,57275,59147,59619,58085,55847,55405,52830,52739,51972,55086,56496,57168,59848,58013,57417,56092,55755,56956,60092,60396,61766,60122,57285,56127
201807,남포동,14327,14684,15112,15509,15650,17281,17397,16002,17900,20371,22708,26100,28904,30400,30897,29773,28208,27366,27568,26646,24889,20998,18723,15581
201807,부전2동,90505,95637,95590,88816,72669,60065,48728,50574,65456,70831,71813,77750,87329,89883,89276,89182,88917,87808,95499,97244,96289,94410,91832,93033
201807,우2동,84878,80921,78591,77222,73860,72324,69678,74514,90047,92715,94052,90948,90847,89468,91105,87390,86449,82629,83287,84037,87560,90661,89364,88120
201807,우1동,91022,90947,90751,85891,78333,61623,52908,49455,53638,58530,61364,61727,61201,59842,62377,61877,61266,59305,60307,70460,77629,81813,84866,88348
201808,남포동,18082,18864,18586,18687,19128,20517,20030,19416,21346,23604,26746,30802,34661,36603,36611,35798,34018,33331,33512,33235,30741,25912,22451,19489
201808,우1동,91393,91782,87923,85052,77742,58528,50402,48999,54430,60150,63351,62918,62532,60827,63268,62977,62512,61225,63650,75267,81603,85111,87269,90129
201808,우2동,98576,94813,91202,93230,90284,81202,72035,79760,95057,98841,100293,96962,96371,95617,97144,94069,91261,87781,90469,95157,99826,103896,102096,104197
201808,부전1동,60605,64894,66194,64009,58148,55863,45286,49313,61133,65472,65509,70307,72840,72456,69906,67612,65493,63928,65961,61158,59834,59736,60100,61932
201808,괘법동,59905,61145,61927,61786,58800,56980,54821,55625,56043,57379,57780,58916,61013,60128,58518,58017,57328,59627,62041,62056,62980,62102,59249,59190
201808,부전2동,112549,118032,116621,104445,82669,63091,50641,56932,71644,72723,75518,81432,90598,93216,91891,92285,91515,93244,100448,104676,105929,105711,105565,110204
201809,괘법동,65138,66371,64990,63781,61244,58356,54947,54566,58161,57257,58980,60643,62874,62440,61886,61291,60898,63271,66486,68167,68785,66307,64555,63970
201809,부전2동,117432,125522,122924,110021,84036,63460,50117,53691,65390,64591,68628,73541,82225,85177,84685,87176,88395,94447,103263,109412,110266,109240,109692,112846
201809,남포동,19857,20295,20262,19952,20479,21943,20593,19954,21839,24754,28194,33177,37591,39764,40359,39396,37399,36863,36207,35478,32297,27076,23551,20641
201809,우2동,91622,89020,84259,81909,78335,77440,72243,82310,95989,96002,95989,92007,92530,92176,93602,92044,91738,89217,91300,93849,96924,97600,94369,94909
201809,부전1동,58864,62788,64268,62044,55222,53754,43718,46202,57756,60629,61967,66755,68946,68840,67011,64788,63211,62811,63691,60269,59668,58314,58992,60247
201809,우1동,79535,80479,78020,74256,66127,51967,47185,48309,52447,54637,56149,54904,54811,54819,56599,56920,57308,57123,60600,69824,72929,73876,74285,77276
201810,부전1동,59086,62831,63787,60884,54880,55351,44228,47475,59803,61964,63288,68441,71171,71246,68118,66488,64219,63790,65147,62102,60867,59523,59913,60703
201810,남포동,19095,19420,20032,19760,20376,21978,20437,19890,22108,24620,28181,34303,39299,41815,41119,40400,37779,37059,36698,36047,32851,27438,23089,20208
201810,괘법동,67008,68099,67383,64188,62591,59175,56811,57871,60766,59118,61932,63087,64513,63680,62956,62963,62871,65184,67579,69195,70608,68842,65600,66593
201810,부전2동,110172,117379,114977,103386,78162,60092,47162,51271,64599,63528,67258,73089,81882,83190,81220,82864,82834,87413,97219,104280,105750,104409,103982,108905
201810,우2동,89359,86048,82006,80030,76290,75190,72162,82838,96173,95938,92242,89080,88824,88181,90321,90181,89909,86656,90631,94268,95410,99206,93450,92915
201810,우1동,84006,84980,82893,77779,67836,51094,46792,47751,52461,54235,55756,55427,56027,54721,56074,56545,56946,55151,59536,69967,73227,76034,76637,81157
201811,괘법동,65847,67390,65655,63572,61029,57948,57128,58510,61099,60137,61750,63152,65120,63964,63475,63022,62583,65191,68917,70877,71764,69741,66865,67186
201811,우2동,75707,74128,70270,69532,66329,66952,61357,71783,87790,86507,83925,79594,79270,79969,81002,80545,80106,77476,79259,80470,82076,83221,79916,79633
201811,부전2동,106527,114116,111732,97202,72636,56790,45217,49111,63101,62169,65735,71831,80962,82522,80439,81924,82646,88119,99298,105751,107113,106184,103692,107119
201811,부전1동,57104,60095,61321,57462,51820,54189,43562,47334,59875,62591,63681,68754,71580,71648,68837,67374,65146,65185,66810,62858,61634,59894,60192,59965
201811,남포동,19551,19666,20162,20303,21274,23604,21826,20793,22607,25265,28650,34025,38893,41345,40383,38737,36097,35359,35435,35320,32648,27158,23612,20649
201811,우1동,87956,91031,90922,88074,75572,55840,48692,46703,51153,52897,54555,53095,53202,52285,54274,54487,54534,53440,57028,67845,70445,73655,76914,82983
201812,부전2동,89745,94799,95517,85272,66672,50971,40885,44571,56278,56889,60689,69027,76793,79337,78150,79343,78829,83177,92235,96998,94299,92614,90501,88176
201812,남포동,17784,17515,18191,17987,19314,21163,19954,19204,21138,23374,26494,33705,38837,41584,41837,41251,39128,40087,41672,41316,37028,30057,24619,19277
201812,괘법동,59725,59578,60095,57161,54785,51826,49867,50757,53357,53680,54821,58743,60617,59747,58842,58746,58445,61356,65044,66173,64910,63149,60610,57484
201812,부전1동,48282,50756,53519,50521,45584,45340,36752,40597,52572,56510,58480,67726,71570,73070,70412,69009,65731,65503,66662,61677,55788,53506,52560,49996
201812,우2동,82539,80200,78944,77712,90632,75449,67449,71976,89155,90928,92383,93040,91633,91850,93211,91849,91495,87594,89347,90194,91236,90784,86289,82199
201812,우1동,85889,87945,89878,87311,81441,58355,51426,49695,55639,57528,59322,60482,60125,59405,61840,62416,62307,61266,65003,75612,75767,78375,80030,81260
201901,부전1동,47103,49674,50890,47535,45669,49452,39188,45558,59702,65728,69073,78676,83444,85475,80289,79509,73279,70373,72462,61895,56089,55239,51680,52214
201901,부전2동,72505,76186,75033,66661,54103,48201,38513,46043,58616,58600,60996,64999,71613,73620,69318,72508,69639,71791,81548,78579,78152,78513,73888,78101
201901,남포동,20014,20181,21012,20605,21466,22798,19954,20754,22666,25566,30356,36234,41134,42697,41670,40863,36620,35259,35490,33611,30487,25655,22303,20350
201901,괘법동,59527,60630,60418,56648,54980,51970,48331,51841,53529,55845,56269,59587,60962,59920,56567,58089,56607,58975,63695,62991,63505,63518,57970,59657
201901,우1동,93584,95777,94875,91949,83208,63047,53079,54145,58714,63628,66168,64321,63108,62104,62197,64149,62283,61095,66684,75575,77063,81960,81277,89099
201901,우2동,85579,83261,80168,79142,85458,76081,66042,74708,90947,94025,94625,90066,88467,88209,86381,86680,82630,79803,83558,81166,83363,87089,81184,85004
201902,남포동,77203,77781,77065,74880,73376,77016,71308,73313,80706,92283,107381,130874,152469,162872,166516,162757,157371,154672,153280,149707,131928,110940,92264,84406
201902,우2동,86516,84423,82199,80348,77017,73163,65013,71900,88835,93534,94928,91125,89419,89456,91897,88672,87871,84560,86047,86298,87071,91626,84969,88844
201902,우1동,54533,56588,56995,56015,49278,38803,33338,31316,33963,35322,36209,35743,34320,33926,35621,36158,36654,36337,38065,43038,43268,46814,47515,52829
201902,괘법동,63040,63916,63076,58924,58019,54575,53782,53689,55350,57062,56972,59988,61796,60805,59863,59880,59449,62711,65523,67618,66175,66753,61065,62524
201902,부전1동,34840,35867,37855,36733,37560,46751,41209,47556,56228,55199,57515,61467,65882,67198,65726,64338,61824,60447,59174,52726,48937,50048,46271,46077
201902,부전2동,99004,104153,101434,90923,74128,57788,46537,48441,62621,67317,72269,83937,91941,94691,93600,94184,92833,94291,101993,102376,95735,94909,92048,98375
