斥,备焙,谰搁悼,夸老,岿,林吝/林富,乞闭 蜡悼牢备
2016,吝备,巢器悼,配,1,林富,"28,236"
2016,吝备,巢器悼,配,2,林富,"128,853"
2016,吝备,巢器悼,配,3,林富,"129,168"
2016,吝备,巢器悼,配,4,林富,"122,380"
2016,吝备,巢器悼,配,5,林富,"129,844"
2016,吝备,巢器悼,配,6,林富,"118,384"
2016,吝备,巢器悼,配,7,林富,"25,882"
2016,吝备,巢器悼,配,8,林富,"27,733"
2016,吝备,巢器悼,配,9,林富,"26,497"
2016,吝备,巢器悼,配,10,林富,"28,255"
2016,吝备,巢器悼,配,11,林富,"28,778"
2016,吝备,巢器悼,配,12,林富,"38,778"
2016,何魂柳备,何傈力1悼,老,1,林富,"32,866"
2016,何魂柳备,何傈力1悼,老,2,林富,"97,738"
2016,何魂柳备,何傈力1悼,老,3,林富,"104,588"
2016,何魂柳备,何傈力1悼,老,4,林富,"100,844"
2016,何魂柳备,何傈力1悼,老,5,林富,"100,507"
2016,何魂柳备,何傈力1悼,老,6,林富,"103,592"
2016,何魂柳备,何傈力1悼,老,7,林富,"64,437"
2016,何魂柳备,何傈力1悼,老,8,林富,"68,212"
2016,何魂柳备,何傈力1悼,老,9,林富,"76,487"
2016,何魂柳备,何傈力1悼,老,10,林富,"76,928"
2016,何魂柳备,何傈力1悼,老,11,林富,"79,500"
2016,何魂柳备,何傈力1悼,老,12,林富,"64,037"
2016,何魂柳备,何傈力1悼,岿,1,林吝,"16,146"
2016,何魂柳备,何傈力1悼,岿,2,林吝,"47,439"
2016,何魂柳备,何傈力1悼,岿,3,林吝,"55,380"
2016,何魂柳备,何傈力1悼,岿,4,林吝,"52,563"
2016,何魂柳备,何傈力1悼,岿,5,林吝,"52,939"
2016,何魂柳备,何傈力1悼,岿,6,林吝,"53,937"
2016,何魂柳备,何傈力1悼,岿,7,林吝,"32,714"
2016,何魂柳备,何傈力1悼,岿,8,林吝,"35,124"
2016,何魂柳备,何傈力1悼,岿,9,林吝,"39,246"
2016,何魂柳备,何傈力1悼,岿,10,林吝,"38,445"
2016,何魂柳备,何傈力1悼,岿,11,林吝,"40,089"
2016,何魂柳备,何傈力1悼,岿,12,林吝,"34,052"
2016,何魂柳备,何傈力1悼,荐,1,林吝,"17,132"
2016,何魂柳备,何傈力1悼,荐,2,林吝,"51,639"
2016,何魂柳备,何傈力1悼,荐,3,林吝,"53,840"
2016,何魂柳备,何傈力1悼,荐,4,林吝,"52,577"
2016,何魂柳备,何傈力1悼,荐,5,林吝,"53,677"
2016,何魂柳备,何傈力1悼,荐,6,林吝,"54,041"
2016,何魂柳备,何傈力1悼,荐,7,林吝,"34,110"
2016,何魂柳备,何傈力1悼,荐,8,林吝,"35,161"
2016,何魂柳备,何傈力1悼,荐,9,林吝,"37,907"
2016,何魂柳备,何傈力1悼,荐,10,林吝,"39,083"
2016,何魂柳备,何傈力1悼,荐,11,林吝,"39,620"
2016,何魂柳备,何傈力1悼,荐,12,林吝,"33,093"
2016,何魂柳备,何傈力1悼,格,1,林吝,"16,943"
2016,何魂柳备,何傈力1悼,格,2,林吝,"53,350"
2016,何魂柳备,何傈力1悼,格,3,林吝,"55,375"
2016,何魂柳备,何傈力1悼,格,4,林吝,"53,965"
2016,何魂柳备,何傈力1悼,格,5,林吝,"55,482"
2016,何魂柳备,何傈力1悼,格,6,林吝,"54,060"
2016,何魂柳备,何傈力1悼,格,7,林吝,"33,964"
2016,何魂柳备,何傈力1悼,格,8,林吝,"34,889"
2016,何魂柳备,何傈力1悼,格,9,林吝,"36,917"
2016,何魂柳备,何傈力1悼,格,10,林吝,"39,926"
2016,何魂柳备,何傈力1悼,格,11,林吝,"39,428"
2016,何魂柳备,何傈力1悼,格,12,林吝,"33,616"
2016,何魂柳备,何傈力1悼,陛,1,林吝,"16,074"
2016,何魂柳备,何傈力1悼,陛,2,林吝,"57,448"
2016,何魂柳备,何傈力1悼,陛,3,林吝,"55,529"
2016,何魂柳备,何傈力1悼,陛,4,林吝,"54,892"
2016,何魂柳备,何傈力1悼,陛,5,林吝,"56,652"
2016,何魂柳备,何傈力1悼,陛,6,林吝,"54,927"
2016,何魂柳备,何傈力1悼,陛,7,林吝,"34,315"
2016,何魂柳备,何傈力1悼,陛,8,林吝,"36,770"
2016,何魂柳备,何傈力1悼,陛,9,林吝,"38,266"
2016,何魂柳备,何傈力1悼,陛,10,林吝,"40,296"
2016,何魂柳备,何傈力1悼,陛,11,林吝,"41,189"
2016,何魂柳备,何傈力1悼,陛,12,林吝,"34,876"
2016,何魂柳备,何傈力1悼,配,1,林富,"17,053"
2016,何魂柳备,何傈力1悼,配,2,林富,"54,660"
2016,何魂柳备,何傈力1悼,配,3,林富,"56,380"
2016,何魂柳备,何傈力1悼,配,4,林富,"51,664"
2016,何魂柳备,何傈力1悼,配,5,林富,"53,569"
2016,何魂柳备,何傈力1悼,配,6,林富,"53,719"
2016,何魂柳备,何傈力1悼,配,7,林富,"33,167"
2016,何魂柳备,何傈力1悼,配,8,林富,"36,482"
2016,何魂柳备,何傈力1悼,配,9,林富,"39,416"
2016,何魂柳备,何傈力1悼,配,10,林富,"41,260"
2016,何魂柳备,何傈力1悼,配,11,林富,"44,034"
2016,何魂柳备,何傈力1悼,配,12,林富,"34,611"
2016,何魂柳备,何傈力2悼,老,1,林富,"66,567"
2016,何魂柳备,何傈力2悼,老,2,林富,"180,993"
2016,何魂柳备,何傈力2悼,老,3,林富,"177,668"
2016,何魂柳备,何傈力2悼,老,4,林富,"165,938"
2016,何魂柳备,何傈力2悼,老,5,林富,"166,451"
2016,何魂柳备,何傈力2悼,老,6,林富,"171,141"
2016,何魂柳备,何傈力2悼,老,7,林富,"127,348"
2016,何魂柳备,何傈力2悼,老,8,林富,"139,046"
2016,何魂柳备,何傈力2悼,老,9,林富,"141,626"
2016,何魂柳备,何傈力2悼,老,10,林富,"139,416"
2016,何魂柳备,何傈力2悼,老,11,林富,"141,154"
2016,何魂柳备,何傈力2悼,老,12,林富,"163,621"
2016,何魂柳备,何傈力2悼,岿,1,林吝,"29,090"
2016,何魂柳备,何傈力2悼,岿,2,林吝,"77,004"
2016,何魂柳备,何傈力2悼,岿,3,林吝,"78,442"
2016,何魂柳备,何傈力2悼,岿,4,林吝,"73,975"
2016,何魂柳备,何傈力2悼,岿,5,林吝,"74,719"
2016,何魂柳备,何傈力2悼,岿,6,林吝,"79,480"
2016,何魂柳备,何傈力2悼,岿,7,林吝,"58,784"
2016,何魂柳备,何傈力2悼,岿,8,林吝,"66,852"
2016,何魂柳备,何傈力2悼,岿,9,林吝,"68,487"
2016,何魂柳备,何傈力2悼,岿,10,林吝,"65,868"
2016,何魂柳备,何傈力2悼,岿,11,林吝,"66,670"
2016,何魂柳备,何傈力2悼,岿,12,林吝,"73,462"
2016,何魂柳备,何傈力2悼,荐,1,林吝,"31,561"
2016,何魂柳备,何傈力2悼,荐,2,林吝,"89,492"
2016,何魂柳备,何傈力2悼,荐,3,林吝,"78,749"
2016,何魂柳备,何傈力2悼,荐,4,林吝,"79,399"
2016,何魂柳备,何傈力2悼,荐,5,林吝,"81,092"
2016,何魂柳备,何傈力2悼,荐,6,林吝,"79,414"
2016,何魂柳备,何傈力2悼,荐,7,林吝,"63,486"
2016,何魂柳备,何傈力2悼,荐,8,林吝,"66,788"
2016,何魂柳备,何傈力2悼,荐,9,林吝,"67,449"
2016,何魂柳备,何傈力2悼,荐,10,林吝,"67,298"
2016,何魂柳备,何傈力2悼,荐,11,林吝,"67,422"
2016,何魂柳备,何傈力2悼,荐,12,林吝,"74,647"
2016,何魂柳备,何傈力2悼,格,1,林吝,"31,526"
2016,何魂柳备,何傈力2悼,格,2,林吝,"87,029"
2016,何魂柳备,何傈力2悼,格,3,林吝,"82,420"
2016,何魂柳备,何傈力2悼,格,4,林吝,"79,562"
2016,何魂柳备,何傈力2悼,格,5,林吝,"87,904"
2016,何魂柳备,何傈力2悼,格,6,林吝,"81,761"
2016,何魂柳备,何傈力2悼,格,7,林吝,"63,716"
2016,何魂柳备,何傈力2悼,格,8,林吝,"67,060"
2016,何魂柳备,何傈力2悼,格,9,林吝,"66,782"
2016,何魂柳备,何傈力2悼,格,10,林吝,"69,289"
2016,何魂柳备,何傈力2悼,格,11,林吝,"67,644"
2016,何魂柳备,何傈力2悼,格,12,林吝,"76,062"
2016,何魂柳备,何傈力2悼,陛,1,林吝,"32,614"
2016,何魂柳备,何傈力2悼,陛,2,林吝,"98,421"
2016,何魂柳备,何傈力2悼,陛,3,林吝,"87,364"
2016,何魂柳备,何傈力2悼,陛,4,林吝,"87,780"
2016,何魂柳备,何傈力2悼,陛,5,林吝,"95,409"
2016,何魂柳备,何傈力2悼,陛,6,林吝,"87,498"
2016,何魂柳备,何傈力2悼,陛,7,林吝,"65,717"
2016,何魂柳备,何傈力2悼,陛,8,林吝,"72,693"
2016,何魂柳备,何傈力2悼,陛,9,林吝,"73,320"
2016,何魂柳备,何傈力2悼,陛,10,林吝,"72,359"
2016,何魂柳备,何傈力2悼,陛,11,林吝,"72,407"
2016,何魂柳备,何傈力2悼,陛,12,林吝,"84,857"
2016,何魂柳备,何傈力2悼,配,1,林富,"38,784"
2016,何魂柳备,何傈力2悼,配,2,林富,"107,208"
2016,何魂柳备,何傈力2悼,配,3,林富,"105,792"
2016,何魂柳备,何傈力2悼,配,4,林富,"95,744"
2016,何魂柳备,何傈力2悼,配,5,林富,"99,489"
2016,何魂柳备,何傈力2悼,配,6,林富,"95,826"
2016,何魂柳备,何傈力2悼,配,7,林富,"69,316"
2016,何魂柳备,何傈力2悼,配,8,林富,"77,478"
2016,何魂柳备,何傈力2悼,配,9,林富,"79,634"
2016,何魂柳备,何傈力2悼,配,10,林富,"78,834"
2016,何魂柳备,何傈力2悼,配,11,林富,"83,175"
2016,何魂柳备,何傈力2悼,配,12,林富,"96,434"
2016,秦款措备,快力1悼,老,1,林富,"47,828"
2016,秦款措备,快力1悼,老,2,林富,"35,956"
2016,秦款措备,快力1悼,老,3,林富,"35,314"
2016,秦款措备,快力1悼,老,4,林富,"34,610"
2016,秦款措备,快力1悼,老,5,林富,"35,796"
2016,秦款措备,快力1悼,老,6,林富,"40,473"
2016,秦款措备,快力1悼,老,7,林富,"128,108"
2016,秦款措备,快力1悼,老,8,林富,"128,264"
2016,秦款措备,快力1悼,老,9,林富,"104,263"
2016,秦款措备,快力1悼,老,10,林富,"105,557"
2016,秦款措备,快力1悼,老,11,林富,"110,735"
2016,秦款措备,快力1悼,老,12,林富,"130,000"
2016,秦款措备,快力1悼,岿,1,林吝,"22,083"
2016,秦款措备,快力1悼,岿,2,林吝,"16,893"
2016,秦款措备,快力1悼,岿,3,林吝,"16,216"
2016,秦款措备,快力1悼,岿,4,林吝,"15,906"
2016,秦款措备,快力1悼,岿,5,林吝,"16,404"
2016,秦款措备,快力1悼,岿,6,林吝,"18,806"
2016,秦款措备,快力1悼,岿,7,林吝,"55,487"
2016,秦款措备,快力1悼,岿,8,林吝,"61,237"
2016,秦款措备,快力1悼,岿,9,林吝,"50,455"
2016,秦款措备,快力1悼,岿,10,林吝,"49,874"
2016,秦款措备,快力1悼,岿,11,林吝,"50,541"
2016,秦款措备,快力1悼,岿,12,林吝,"61,907"
2016,秦款措备,快力1悼,荐,1,林吝,"23,934"
2016,秦款措备,快力1悼,荐,2,林吝,"17,331"
2016,秦款措备,快力1悼,荐,3,林吝,"16,413"
2016,秦款措备,快力1悼,荐,4,林吝,"17,092"
2016,秦款措备,快力1悼,荐,5,林吝,"16,946"
2016,秦款措备,快力1悼,荐,6,林吝,"18,559"
2016,秦款措备,快力1悼,荐,7,林吝,"59,600"
2016,秦款措备,快力1悼,荐,8,林吝,"57,886"
2016,秦款措备,快力1悼,荐,9,林吝,"50,861"
2016,秦款措备,快力1悼,荐,10,林吝,"52,845"
2016,秦款措备,快力1悼,荐,11,林吝,"51,758"
2016,秦款措备,快力1悼,荐,12,林吝,"62,041"
2016,秦款措备,快力1悼,格,1,林吝,"23,825"
2016,秦款措备,快力1悼,格,2,林吝,"17,143"
2016,秦款措备,快力1悼,格,3,林吝,"16,869"
2016,秦款措备,快力1悼,格,4,林吝,"16,921"
2016,秦款措备,快力1悼,格,5,林吝,"18,667"
2016,秦款措备,快力1悼,格,6,林吝,"18,403"
2016,秦款措备,快力1悼,格,7,林吝,"60,098"
2016,秦款措备,快力1悼,格,8,林吝,"58,669"
2016,秦款措备,快力1悼,格,9,林吝,"52,517"
2016,秦款措备,快力1悼,格,10,林吝,"52,994"
2016,秦款措备,快力1悼,格,11,林吝,"52,951"
2016,秦款措备,快力1悼,格,12,林吝,"62,371"
2016,秦款措备,快力1悼,陛,1,林吝,"25,043"
2016,秦款措备,快力1悼,陛,2,林吝,"18,300"
2016,秦款措备,快力1悼,陛,3,林吝,"16,850"
2016,秦款措备,快力1悼,陛,4,林吝,"16,944"
2016,秦款措备,快力1悼,陛,5,林吝,"18,943"
2016,秦款措备,快力1悼,陛,6,林吝,"19,179"
2016,秦款措备,快力1悼,陛,7,林吝,"60,256"
2016,秦款措备,快力1悼,陛,8,林吝,"61,270"
2016,秦款措备,快力1悼,陛,9,林吝,"52,861"
2016,秦款措备,快力1悼,陛,10,林吝,"52,732"
2016,秦款措备,快力1悼,陛,11,林吝,"54,737"
2016,秦款措备,快力1悼,陛,12,林吝,"63,808"
2016,秦款措备,快力1悼,配,1,林富,"25,482"
2016,秦款措备,快力1悼,配,2,林富,"18,682"
2016,秦款措备,快力1悼,配,3,林富,"18,796"
2016,秦款措备,快力1悼,配,4,林富,"18,241"
2016,秦款措备,快力1悼,配,5,林富,"20,022"
2016,秦款措备,快力1悼,配,6,林富,"21,059"
2016,秦款措备,快力1悼,配,7,林富,"66,356"
2016,秦款措备,快力1悼,配,8,林富,"68,243"
2016,秦款措备,快力1悼,配,9,林富,"56,690"
2016,秦款措备,快力1悼,配,10,林富,"57,380"
2016,秦款措备,快力1悼,配,11,林富,"61,761"
2016,秦款措备,快力1悼,配,12,林富,"70,396"
2016,秦款措备,快力2悼,老,1,林富,"56,206"
2016,秦款措备,快力2悼,老,2,林富,"48,012"
2016,秦款措备,快力2悼,老,3,林富,"51,529"
2016,秦款措备,快力2悼,老,4,林富,"48,055"
2016,秦款措备,快力2悼,老,5,林富,"48,812"
2016,秦款措备,快力2悼,老,6,林富,"53,558"
2016,秦款措备,快力2悼,老,7,林富,"129,115"
2016,秦款措备,快力2悼,老,8,林富,"134,175"
2016,秦款措备,快力2悼,老,9,林富,"119,725"
2016,秦款措备,快力2悼,老,10,林富,"122,135"
2016,秦款措备,快力2悼,老,11,林富,"125,163"
2016,秦款措备,快力2悼,老,12,林富,"158,215"
2016,秦款措备,快力2悼,岿,1,林吝,"25,832"
2016,秦款措备,快力2悼,岿,2,林吝,"21,866"
2016,秦款措备,快力2悼,岿,3,林吝,"22,212"
2016,秦款措备,快力2悼,岿,4,林吝,"20,944"
2016,秦款措备,快力2悼,岿,5,林吝,"21,378"
2016,秦款措备,快力2悼,岿,6,林吝,"23,600"
2016,秦款措备,快力2悼,岿,7,林吝,"55,882"
2016,秦款措备,快力2悼,岿,8,林吝,"62,847"
2016,秦款措备,快力2悼,岿,9,林吝,"56,902"
2016,秦款措备,快力2悼,岿,10,林吝,"56,904"
2016,秦款措备,快力2悼,岿,11,林吝,"56,005"
2016,秦款措备,快力2悼,岿,12,林吝,"71,422"
2016,秦款措备,快力2悼,荐,1,林吝,"28,265"
2016,秦款措备,快力2悼,荐,2,林吝,"23,736"
2016,秦款措备,快力2悼,荐,3,林吝,"22,597"
2016,秦款措备,快力2悼,荐,4,林吝,"23,402"
2016,秦款措备,快力2悼,荐,5,林吝,"22,966"
2016,秦款措备,快力2悼,荐,6,林吝,"23,676"
2016,秦款措备,快力2悼,荐,7,林吝,"60,778"
2016,秦款措备,快力2悼,荐,8,林吝,"64,462"
2016,秦款措备,快力2悼,荐,9,林吝,"55,823"
2016,秦款措备,快力2悼,荐,10,林吝,"61,599"
2016,秦款措备,快力2悼,荐,11,林吝,"59,011"
2016,秦款措备,快力2悼,荐,12,林吝,"71,479"
2016,秦款措备,快力2悼,格,1,林吝,"28,786"
2016,秦款措备,快力2悼,格,2,林吝,"24,175"
2016,秦款措备,快力2悼,格,3,林吝,"24,603"
2016,秦款措备,快力2悼,格,4,林吝,"23,090"
2016,秦款措备,快力2悼,格,5,林吝,"25,632"
2016,秦款措备,快力2悼,格,6,林吝,"24,196"
2016,秦款措备,快力2悼,格,7,林吝,"61,119"
2016,秦款措备,快力2悼,格,8,林吝,"64,735"
2016,秦款措备,快力2悼,格,9,林吝,"58,599"
2016,秦款措备,快力2悼,格,10,林吝,"63,832"
2016,秦款措备,快力2悼,格,11,林吝,"61,334"
2016,秦款措备,快力2悼,格,12,林吝,"73,177"
2016,秦款措备,快力2悼,陛,1,林吝,"27,517"
2016,秦款措备,快力2悼,陛,2,林吝,"25,579"
2016,秦款措备,快力2悼,陛,3,林吝,"24,685"
2016,秦款措备,快力2悼,陛,4,林吝,"23,714"
2016,秦款措备,快力2悼,陛,5,林吝,"25,124"
2016,秦款措备,快力2悼,陛,6,林吝,"25,753"
2016,秦款措备,快力2悼,陛,7,林吝,"61,878"
2016,秦款措备,快力2悼,陛,8,林吝,"66,377"
2016,秦款措备,快力2悼,陛,9,林吝,"61,950"
2016,秦款措备,快力2悼,陛,10,林吝,"62,884"
2016,秦款措备,快力2悼,陛,11,林吝,"63,950"
2016,秦款措备,快力2悼,陛,12,林吝,"76,102"
2016,秦款措备,快力2悼,配,1,林富,"28,889"
2016,秦款措备,快力2悼,配,2,林富,"25,401"
2016,秦款措备,快力2悼,配,3,林富,"27,512"
2016,秦款措备,快力2悼,配,4,林富,"24,441"
2016,秦款措备,快力2悼,配,5,林富,"26,102"
2016,秦款措备,快力2悼,配,6,林富,"27,174"
2016,秦款措备,快力2悼,配,7,林富,"67,628"
2016,秦款措备,快力2悼,配,8,林富,"67,415"
2016,秦款措备,快力2悼,配,9,林富,"64,268"
2016,秦款措备,快力2悼,配,10,林富,"63,966"
2016,秦款措备,快力2悼,配,11,林富,"69,125"
2016,秦款措备,快力2悼,配,12,林富,"83,729"
2016,荤惑备,饱过悼,老,1,林富,"35,409"
2016,荤惑备,饱过悼,老,2,林富,"35,126"
2016,荤惑备,饱过悼,老,3,林富,"34,916"
2016,荤惑备,饱过悼,老,4,林富,"35,615"
2016,荤惑备,饱过悼,老,5,林富,"36,173"
2016,荤惑备,饱过悼,老,6,林富,"35,254"
2016,荤惑备,饱过悼,老,7,林富,"97,232"
2016,荤惑备,饱过悼,老,8,林富,"98,690"
2016,荤惑备,饱过悼,老,9,林富,"103,440"
2016,荤惑备,饱过悼,老,10,林富,"104,089"
2016,荤惑备,饱过悼,老,11,林富,"105,978"
2016,荤惑备,饱过悼,老,12,林富,"84,226"
2016,荤惑备,饱过悼,岿,1,林吝,"17,125"
2016,荤惑备,饱过悼,岿,2,林吝,"18,037"
2016,荤惑备,饱过悼,岿,3,林吝,"17,122"
2016,荤惑备,饱过悼,岿,4,林吝,"16,745"
2016,荤惑备,饱过悼,岿,5,林吝,"17,189"
2016,荤惑备,饱过悼,岿,6,林吝,"17,527"
2016,荤惑备,饱过悼,岿,7,林吝,"46,999"
2016,荤惑备,饱过悼,岿,8,林吝,"49,031"
2016,荤惑备,饱过悼,岿,9,林吝,"52,566"
2016,荤惑备,饱过悼,岿,10,林吝,"51,637"
2016,荤惑备,饱过悼,岿,11,林吝,"53,261"
2016,荤惑备,饱过悼,岿,12,林吝,"40,323"
2016,荤惑备,饱过悼,荐,1,林吝,"18,311"
2016,荤惑备,饱过悼,荐,2,林吝,"17,661"
2016,荤惑备,饱过悼,荐,3,林吝,"17,258"
2016,荤惑备,饱过悼,荐,4,林吝,"17,651"
2016,荤惑备,饱过悼,荐,5,林吝,"17,951"
2016,荤惑备,饱过悼,荐,6,林吝,"18,002"
2016,荤惑备,饱过悼,荐,7,林吝,"49,520"
2016,荤惑备,饱过悼,荐,8,林吝,"49,714"
2016,荤惑备,饱过悼,荐,9,林吝,"52,642"
2016,荤惑备,饱过悼,荐,10,林吝,"54,471"
2016,荤惑备,饱过悼,荐,11,林吝,"53,931"
2016,荤惑备,饱过悼,荐,12,林吝,"40,497"
2016,荤惑备,饱过悼,格,1,林吝,"17,894"
2016,荤惑备,饱过悼,格,2,林吝,"17,207"
2016,荤惑备,饱过悼,格,3,林吝,"17,584"
2016,荤惑备,饱过悼,格,4,林吝,"17,251"
2016,荤惑备,饱过悼,格,5,林吝,"18,536"
2016,荤惑备,饱过悼,格,6,林吝,"17,402"
2016,荤惑备,饱过悼,格,7,林吝,"49,005"
2016,荤惑备,饱过悼,格,8,林吝,"49,204"
2016,荤惑备,饱过悼,格,9,林吝,"51,361"
2016,荤惑备,饱过悼,格,10,林吝,"54,115"
2016,荤惑备,饱过悼,格,11,林吝,"53,319"
2016,荤惑备,饱过悼,格,12,林吝,"40,297"
2016,荤惑备,饱过悼,陛,1,林吝,"17,757"
2016,荤惑备,饱过悼,陛,2,林吝,"18,503"
2016,荤惑备,饱过悼,陛,3,林吝,"17,449"
2016,荤惑备,饱过悼,陛,4,林吝,"17,480"
2016,荤惑备,饱过悼,陛,5,林吝,"18,656"
2016,荤惑备,饱过悼,陛,6,林吝,"17,777"
2016,荤惑备,饱过悼,陛,7,林吝,"49,959"
2016,荤惑备,饱过悼,陛,8,林吝,"52,509"
2016,荤惑备,饱过悼,陛,9,林吝,"51,299"
2016,荤惑备,饱过悼,陛,10,林吝,"54,528"
2016,荤惑备,饱过悼,陛,11,林吝,"54,592"
2016,荤惑备,饱过悼,陛,12,林吝,"41,043"
2016,荤惑备,饱过悼,配,1,林富,"17,998"
2016,荤惑备,饱过悼,配,2,林富,"18,393"
2016,荤惑备,饱过悼,配,3,林富,"17,765"
2016,荤惑备,饱过悼,配,4,林富,"17,842"
2016,荤惑备,饱过悼,配,5,林富,"17,887"
2016,荤惑备,饱过悼,配,6,林富,"17,444"
2016,荤惑备,饱过悼,配,7,林富,"49,059"
2016,荤惑备,饱过悼,配,8,林富,"52,850"
2016,荤惑备,饱过悼,配,9,林富,"51,116"
2016,荤惑备,饱过悼,配,10,林富,"53,401"
2016,荤惑备,饱过悼,配,11,林富,"54,466"
2016,荤惑备,饱过悼,配,12,林富,"43,640"
